ids,street,locale
060371237002_060371238003,Whitsett Avenue,Los Angeles
060371066451_060371066452,Shamhart Drive,Los Angeles
060371066452_060379800221,Woodley Avenue,Los Angeles
060371066411_060371066452,Balboa Boulevard,Los Angeles
060371066451_060379800221,Woodley Avenue,Los Angeles
060371132311_060371132351,Woolsey Canyon Road,Los Angeles
060371132351_061110075112,North American Cut Off Road,Los Angeles
060371132351_061110075111,Woolsey Canyon Road,Los Angeles
060372674031_060372674032,South Barrington Avenue,Los Angeles
060372011202_060372011203,Lowell Avenue,Los Angeles
060372011201_060372011202,East Huntington Drive,Los Angeles
060372011202_060372015013,East Huntington Drive,Los Angeles
060372011201_060372011203,Lowell Avenue,Los Angeles
060372011203_060374807042,West Alhambra Road,Alhambra
060372011201_060372015013,East Huntington Drive,Los Angeles
060372011201_060372015011,Huntington Drive North,Los Angeles
060372372011_060372372012,South Halldale Avenue,Los Angeles
060372371011_060372372011,Budlong Avenue,Los Angeles
060372326003_060372372011,West Slauson Avenue,Los Angeles
060372326002_060372372011,South Budlong Avenue,Los Angeles
060372326001_060372372011,South Budlong Avenue,Los Angeles
060372372011_060372372021,Halldale Avenue,Los Angeles
060372372011_060372372023,South Halldale Avenue,Los Angeles
060372372012_060372372013,South Budlong Avenue,Los Angeles
060372372013_060372374022,South Normandie Avenue,Los Angeles
060372372013_060372374021,Halldale Avenue,Los Angeles
060372371012_060372372013,South Budlong Avenue,Los Angeles
060372372013_060372372023,South Halldale Avenue,Los Angeles
060372371011_060372372012,West 60th Place,Los Angeles
060372371012_060372372012,South Budlong Avenue,Los Angeles
060372372012_060372372021,South Halldale Avenue,Los Angeles
060372372012_060372372023,Halldale Avenue,Los Angeles
060373017011_060373017012,Grange Street,Glendale
060373017011_060373018013,Colorado Freeway,Glendale
060373017011_060373018012,Colorado Freeway,Glendale
060373017011_060373017021,Concord Street,Glendale
060373015021_060373017012,Grandview Avenue,Glendale
060377001013_060377001022,Santa Monica Boulevard,West Hollywood
060377001011_060377001022,Santa Monica Boulevard,West Hollywood
060377001015_060377001022,Santa Monica Boulevard,West Hollywood
060377001014_060377001022,Santa Monica Boulevard,Los Angeles
060371920012_060377001022,Romaine Street,West Hollywood
060371920011_060377001022,Willoughby Avenue,Los Angeles
060371920022_060377001022,North Sierra Bonita Avenue,Los Angeles
060371920023_060377001022,North Gardner Street,Los Angeles
060371919011_060377001022,Romaine Street,Los Angeles
061110084021_061110084023,Big Springs Avenue,Simi Valley
061110084021_061110084022,Tapo Canyon Road,Simi Valley
061110084021_061110084024,Big Springs Avenue,Simi Valley
061110002001_061110084021,Salt Creek Fire Road,Stevenson Ranch
060379203031_061110084021,Las Llajas Canyon Road,Simi Valley
060379203262_061110084021,Salt Creek Fire Road,Stevenson Ranch
061110084013_061110084021,Alamo Street,Simi Valley
061110084022_061110084023,Big Springs Avenue,Simi Valley
061110084023_061110084024,Kadota Street,Simi Valley
061110084011_061110084023,Tapo Canyon Road,Simi Valley
061110084012_061110084023,Tapo Street,Simi Valley
061110084022_061110084024,Big Springs Avenue,Simi Valley
061110084012_061110084024,Kadota Street,Simi Valley
061110084013_061110084024,Kadota Street,Simi Valley
060373110001_060373110004,North Fairview Street,Burbank
060373110003_060373110004,North Fairview Street,Burbank
060373109004_060373110004,North Buena Vista Street,Burbank
060377021021_060377021024,South Pacific Avenue,Santa Monica
060372734022_060377021021,Ocean Front Walk,Santa Monica
060377021021_060379902000,Ocean Front Walk,Santa Monica
060377021022_060377021023,Pacific Coast Highway,Santa Monica
060377021022_060377021027,Marine Street,Santa Monica
060372733001_060377021022,4th Street,Santa Monica
060377021023_060377021026,Raymond Avenue,Santa Monica
060377021023_060377021027,Highland Avenue,Santa Monica
060377021024_060377021025,3rd Street,Santa Monica
060377021024_060377021027,3rd Street,Santa Monica
060372734022_060377021024,South Pacific Avenue,Santa Monica
060372733001_060377021024,Hampton Drive,Santa Monica
060377021025_060377021026,6th Street,Santa Monica
060377021025_060377021027,3rd Street,Santa Monica
060377021026_060377021027,6th Street,Santa Monica
060377021026_060377022015,Ocean Park Boulevard,Santa Monica
060372733001_060377021027,3rd Street,Santa Monica
060373110001_060373110003,North Hollywood Way,Burbank
060373110001_060373111002,North Hollywood Way,Burbank
060373110001_060373111001,North Hollywood Way,Burbank
060373109004_060373110001,North Buena Vista Street,Burbank
060373105011_060373110001,North Buena Vista Street,Burbank
060373105013_060373110001,North Buena Vista Street,Burbank
060373110001_060379800011,North Hollywood Way,Burbank
060373110003_060373111002,North Hollywood Way,Burbank
060373110003_060373111003,North Hollywood Way,Burbank
060373110003_060373111001,North Hollywood Way,Burbank
060373109004_060373110003,Jeffries Avenue,Burbank
060373110002_060373110003,North Hollywood Way,Burbank
060372691002_060372691004,Cardiff Avenue,Los Angeles
060372691003_060372691004,South Beverly Drive,Los Angeles
060372691004_060377009023,Whitworth Drive,Beverly Hills
060372656011_060372656012,Ohio Avenue,Los Angeles
060372655201_060372656011,Ohio Avenue,Los Angeles
060372655102_060372656011,Wilkins Avenue,Los Angeles
060372655101_060372656011,Malcolm Avenue,Los Angeles
060372656011_060372657001,Warner Avenue,Los Angeles
060372656011_060372657002,Thayer Avenue,Los Angeles
060372656011_060372657003,Wilkins Avenue,Los Angeles
060372655201_060372656012,Ohio Avenue,Los Angeles
060372655202_060372656012,Selby Avenue,Los Angeles
060372656012_060372672001,Selby Avenue,Los Angeles
060374809021_060374809022,West Shorb Street,Alhambra
060374809021_060374816062,West Shorb Street,Alhambra
060374809012_060374809021,West Mission Road,Alhambra
060374809022_060374816062,South Atlantic Boulevard,Alhambra
060375308021_060375308022,Ramboz Drive,Los Angeles
060375306011_060375308022,Ramboz Drive,Los Angeles
060375306012_060375308022,Snow Drive,Los Angeles
060375041021_060375523023,Santa Ana Freeway,Norwalk
060375041021_060375523021,Shoemaker Avenue,Santa Fe Springs
060375028022_060375041021,Shoemaker Avenue,Santa Fe Springs
060375031042_060375041021,Imperial Highway,Santa Fe Springs
060371312002_060371312003,White Oak Avenue,Los Angeles
060371312001_060371312003,Encino Avenue,Los Angeles
060371154012_060371312003,Roscoe Boulevard,Los Angeles
060371312001_060371312002,Stagg Street,Los Angeles
060371311002_060371312002,Stagg Street,Los Angeles
060371311003_060371312002,Louise Avenue,Los Angeles
060371154012_060371312001,Roscoe Boulevard,Los Angeles
060371311001_060371312001,Strathern Street,Los Angeles
060371311002_060371312001,Stagg Street,Los Angeles
060371311003_060371312001,Stagg Street,Los Angeles
060375433222_060375433223,East Turmont Street,Carson
060375433221_060375433223,Annalee Avenue,Carson
060375433223_060375433225,East Turmont Street,Carson
060375433223_060375433224,Tillman Avenue,Carson
060375433221_060375433222,East Turmont Street,Carson
060375433222_060375433225,Alonda Drive,Carson
060375433221_060375433225,East University Drive,Carson
060375433221_060375433224,Annalee Avenue,Carson
060374083012_060374340012,San Gabriel River Trail,El Monte
060374083012_060374333021,Valley Boulevard,El Monte
060710008143_060710008144,West 21st Street,Upland
060710008142_060710008144,North San Antonio Avenue,Upland
060710008141_060710008144,East 22nd Street,Upland
060710008144_060710008201,Foothill Freeway,Upland
060710008142_060710008143,West 21st Street,Upland
060710008141_060710008142,West 22nd Street,Upland
060710008141_060710008201,East 22nd Street,Upland
060374631011_060374631012,South Rosemead Boulevard,Pasadena
060374630001_060374631011,South Michillinda Avenue,Arcadia
060374630002_060374631011,East Foothill Boulevard,Pasadena
060374307014_060374631011,Michillinda Avenue,Pasadena
060374307011_060374631011,East Colorado Boulevard,Pasadena
060374306004_060374631011,Foothill Freeway,Arcadia
060374306003_060374631011,South Michillinda Avenue,Arcadia
060374631012_060374800112,South Rosemead Boulevard,East San Gabriel
060374631012_060374800111,South Rosemead Boulevard,East San Gabriel
060374307014_060374631012,Panorama Drive,Arcadia
060374307013_060374631012,South Michillinda Avenue,Arcadia
060374307012_060374631012,West Huntington Drive,Arcadia
060371230201_060371230202,North Clybourn Avenue,Burbank
060371230202_060379800011,Sherman Way,Los Angeles
060371222002_060371230201,North Clybourn Avenue,Los Angeles
060371230201_060379800011,North Clybourn Avenue,Burbank
060371064032_060371070101,Glenoaks Boulevard,Los Angeles
060371064033_060371070101,Glenoaks Boulevard,Los Angeles
060371064031_060371070101,Glenoaks Boulevard,San Fernando
060371064051_060371070101,Polk Street,Los Angeles
060371070101_060373202021,5th Street,San Fernando
060371070101_060373201001,Glenoaks Boulevard,San Fernando
060374801021_060374801023,Longden Avenue,San Gabriel
060374801021_060374801022,North Willard Avenue,San Gabriel
060374801022_060374801023,North San Gabriel Boulevard,San Gabriel
060374801023_060374802021,North San Gabriel Boulevard,San Gabriel
060374801023_060374802022,North San Gabriel Boulevard,San Gabriel
060374801022_060374802021,North San Gabriel Boulevard,San Gabriel
060374801022_060374802022,North San Gabriel Boulevard,San Gabriel
060374801022_060374811022,South San Gabriel Boulevard,San Gabriel
060374801022_060374812021,East Las Tunas Drive,San Gabriel
060374801022_060374812023,South San Gabriel Boulevard,San Gabriel
060374801022_060374812022,East Las Tunas Drive,San Gabriel
060375544061_060375545213,Artesia Freeway,Cerritos
060375530003_060375545213,San Gabriel River Freeway,Norwalk
060375530004_060375545213,Studebaker Road,Cerritos
060372123051_060372133102,South Normandie Avenue,Los Angeles
060372123051_060372133101,San Marino Street,Los Angeles
060372123051_060372124201,South Normandie Avenue,Los Angeles
060372123051_060372124202,South Normandie Avenue,Los Angeles
060372691002_060377009013,South Doheny Drive,Beverly Hills
060374081411_060374081412,La Seda Road,La Puente
060374081411_060374082111,Valley Boulevard,City of Industry
060374081352_060374081411,Renault Street,La Puente
060374081351_060374081411,Nogales Street,West Covina
060374081371_060374081411,East Northam Street,West Covina
060374081372_060374081411,Valley Boulevard,West Covina
060372691003_060377009023,South Beverly Drive,Los Angeles
060373107022_060373107023,East Tujunga Avenue,Burbank
060373107021_060373107023,East Tujunga Avenue,Burbank
060373107021_060373107022,East Tujunga Avenue,Burbank
060373107022_060373118022,West Verdugo Avenue,Burbank
060373107022_060373118021,West Olive Avenue,Burbank
060373102014_060373107021,East Olive Avenue,Burbank
060373005023_060374607005,Highway 2,Burbank
060374605023_060374607005,Foothill Boulevard,La Cañada Flintridge
060374605024_060374607005,Foothill Boulevard,La Cañada Flintridge
060373009011_060374607005,Sugar Loaf Drive,La Cañada Flintridge
060373005022_060374607005,Foothill Boulevard,La Cañada Flintridge
060371021041_060371021042,Hollywood Way,Los Angeles
060371021041_060373101003,North Glenoaks Boulevard,Burbank
060371021042_060371222002,Lanark Street,Los Angeles
060371021042_060371222001,Golden State Freeway,Los Angeles
060371113021_060371113022,Lassen Court,Los Angeles
060371113021_060371173021,Balboa Boulevard,Los Angeles
060371113022_060371151042,Zelzah Avenue,Los Angeles
060374822022_060374826003,East Graves Avenue,Monterey Park
060371393013_060371393021,Oxnard Street,Los Angeles
060371393021_060371393031,Reseda Boulevard,Los Angeles
060371329002_060371393021,Reseda Boulevard,Los Angeles
060371331002_060371393021,Reseda Boulevard,Los Angeles
060371397022_060371415001,Sapphire Drive,Los Angeles
060371397023_060371415001,Sapphire Drive,Los Angeles
060371397021_060371415001,Sapphire Drive,Los Angeles
060372766041_060372766042,Stanmoor Drive,Los Angeles
060372766042_060379800281,Saint Bernard Street,Los Angeles
060372766014_060372766042,Gulana Avenue,Los Angeles
060372766012_060372766042,Stanmoor Drive,Los Angeles
060372766013_060372766042,West Manchester Avenue,Los Angeles
060372766041_060379800281,Stanmoor Drive,Los Angeles
060372766012_060372766041,West Manchester Avenue,Los Angeles
060372933041_060372933042,255th Street West,Los Angeles
060372933042_060372944211,Frampton Avenue,Los Angeles
060372933042_060372944212,Frampton Avenue,Los Angeles
060372933042_060376701004,Pacific Coast Highway,Lomita
060372933042_060376700021,256th Street West,Lomita
060372933041_060372944212,255th Street West,Los Angeles
060372933041_060372944213,253rd Street,Los Angeles
060372933041_060376700021,252nd Street,Lomita
060371192023_060371192024,Filmore Street,Los Angeles
060375321012_060375321013,Truck Way,Montebello
060375321011_060375321013,South Montebello Boulevard,Montebello
060375320021_060375321013,Greenwood,Montebello
060375334011_060375334012,East 55th Street,Maywood
060375334011_060375334013,East 53rd Street,Maywood
060375334011_060375334031,East 55th Street,Maywood
060375334012_060375334031,East 55th Street,Maywood
060371031022_060371031023,Woodward Avenue,Los Angeles
060371031021_060371031023,Mount Gleason Avenue,Los Angeles
060371031023_060371031025,McVine Avenue,Los Angeles
060371031023_060371031024,Hillrose Street,Los Angeles
060371031021_060371031022,Foothill Boulevard,Los Angeles
060371031022_060371031024,Fenwick Street,Los Angeles
060371011102_060371031021,Foothill Boulevard,Los Angeles
060371011103_060371031021,Summitrose Street,Los Angeles
060371031024_060371031025,McVine Avenue,Los Angeles
060373005022_060373005023,Highway 2,La Cañada Flintridge
060373005021_060373005023,Rosemont Avenue,Glendale
060371911101_060371911102,Sunset Boulevard,Los Angeles
060371911101_060371911202,Fountain Avenue,Los Angeles
060371911101_060371911201,Fountain Avenue,Los Angeles
060371911102_060371911202,North Western Avenue,Los Angeles
060371905101_060371911102,North Serrano Avenue,Los Angeles
060372752001_060372752002,Lindblade Drive,Los Angeles
060372752001_060372752003,Inglewood Boulevard,Los Angeles
060372752001_060377028031,Kensington Road,Los Angeles
060372752002_060372752003,Inglewood Boulevard,Los Angeles
060372752002_060372753111,Centinela Avenue,Los Angeles
060372752002_060372753112,Centinela Avenue,Los Angeles
060372752002_060377028031,Lindblade Drive,Los Angeles
060372752002_060372753113,Culver Boulevard,Los Angeles
060372752003_060377028031,Kensington Road,Los Angeles
060374620011_060374620012,Adena Street,Pasadena
060374620012_060374621003,East Mountain Street,Pasadena
